"CUSTOMER_ID","TRANSACTION_DATE","TICKER","SHARE_AMOUNT","TRADE_PRICE","TOTAL_TRADE_AMOUNT","ACCOUNT_TYPE_NAME","TRANSACTION_CATEGORY"
29356,"2022-02-18 00:00:00.000","SF2035",6.12,157.23,961.54,"401k","401k Contribution"
29357,"2022-02-18 00:00:00.000","SF2055",5.13,187.30,961.54,"401k","401k Contribution"
29358,"2022-02-18 00:00:00.000","SF2050",1.81,182.03,329.95,"401k","401k Contribution"
29361,"2022-02-18 00:00:00.000","SF2045",5.42,177.48,961.54,"401k","401k Contribution"
29363,"2022-02-18 00:00:00.000","SF2055",2.02,187.30,377.76,"401k","401k Contribution"
29364,"2022-02-18 00:00:00.000","SF2045",2.77,177.48,492.44,"401k","401k Contribution"
29365,"2022-02-18 00:00:00.000","SF2050",3.39,182.03,617.81,"401k","401k Contribution"
29366,"2022-02-18 00:00:00.000","SF2025",7.28,132.06,961.54,"401k","401k Contribution"
29367,"2022-02-18 00:00:00.000","SF2045",5.42,177.48,961.54,"401k","401k Contribution"
29368,"2022-02-18 00:00:00.000","SF2055",1.10,187.30,205.97,"401k","401k Contribution"
29369,"2022-02-18 00:00:00.000","SF2055",1.02,187.30,191.10,"401k","401k Contribution"
29372,"2022-02-18 00:00:00.000","SF2035",6.12,157.23,961.54,"401k","401k Contribution"
29374,"2022-02-18 00:00:00.000","SF2055",2.20,187.30,412.46,"401k","401k Contribution"
29375,"2022-02-18 00:00:00.000","SF2050",3.53,182.03,642.31,"401k","401k Contribution"
29377,"2022-02-18 00:00:00.000","SF2060",0.92,191.80,176.04,"401k","401k Contribution"
29378,"2022-02-18 00:00:00.000","SF2045",5.42,177.48,961.54,"401k","401k Contribution"
29379,"2022-02-18 00:00:00.000","SF2060",0.95,191.80,182.37,"401k","401k Contribution"
29380,"2022-02-18 00:00:00.000","SF2040",5.74,167.59,961.54,"401k","401k Contribution"
29384,"2022-02-18 00:00:00.000","SF2050",2.77,182.03,503.89,"401k","401k Contribution"
29388,"2022-02-18 00:00:00.000","SF2035",6.12,157.23,961.54,"401k","401k Contribution"
29391,"2022-02-18 00:00:00.000","SF2050",5.28,182.03,961.54,"401k","401k Contribution"
29392,"2022-02-18 00:00:00.000","SF2035",6.12,157.23,961.54,"401k","401k Contribution"
29393,"2022-02-18 00:00:00.000","SF2045",2.66,177.48,471.54,"401k","401k Contribution"
29394,"2022-02-18 00:00:00.000","SF2040",5.28,167.59,885.20,"401k","401k Contribution"
29396,"2022-02-18 00:00:00.000","SF2045",5.42,177.48,961.54,"401k","401k Contribution"
29397,"2022-02-18 00:00:00.000","SF2040",5.67,167.59,949.90,"401k","401k Contribution"
29398,"2022-02-18 00:00:00.000","SF2035",6.12,157.23,961.54,"401k","401k Contribution"
29399,"2022-02-18 00:00:00.000","SF2050",2.08,182.03,378.18,"401k","401k Contribution"
29400,"2022-02-18 00:00:00.000","SF2055",4.99,187.30,933.83,"401k","401k Contribution"
29401,"2022-02-18 00:00:00.000","SF2040",5.74,167.59,961.54,"401k","401k Contribution"
29402,"2022-02-18 00:00:00.000","SF2050",5.28,182.03,961.54,"401k","401k Contribution"
29403,"2022-02-18 00:00:00.000","SF2045",2.17,177.48,384.61,"401k","401k Contribution"
29406,"2022-02-18 00:00:00.000","SF2030",6.66,144.35,961.54,"401k","401k Contribution"
29408,"2022-02-18 00:00:00.000","SF2045",1.77,177.48,313.98,"401k","401k Contribution"
29409,"2022-02-18 00:00:00.000","SF2040",5.74,167.59,961.54,"401k","401k Contribution"
29411,"2022-02-18 00:00:00.000","SF2040",5.74,167.59,961.54,"401k","401k Contribution"
29412,"2022-02-18 00:00:00.000","SF2045",2.42,177.48,428.87,"401k","401k Contribution"
29413,"2022-02-18 00:00:00.000","SF2045",5.42,177.48,961.54,"401k","401k Contribution"
29414,"2022-02-18 00:00:00.000","SF2060",0.66,191.80,126.94,"401k","401k Contribution"
29415,"2022-02-18 00:00:00.000","SF2055",1.34,187.30,251.52,"401k","401k Contribution"
29416,"2022-02-18 00:00:00.000","SF2050",1.53,182.03,278.07,"401k","401k Contribution"
29418,"2022-02-18 00:00:00.000","SF2055",1.61,187.30,301.67,"401k","401k Contribution"
29419,"2022-02-18 00:00:00.000","SF2050",3.36,182.03,611.37,"401k","401k Contribution"
29420,"2022-02-18 00:00:00.000","SF2045",5.42,177.48,961.54,"401k","401k Contribution"
29421,"2022-02-18 00:00:00.000","SF2065",0.53,191.80,101.62,"401k","401k Contribution"
29422,"2022-02-18 00:00:00.000","SF2030",6.66,144.35,961.54,"401k","401k Contribution"
29423,"2022-02-18 00:00:00.000","SF2045",1.75,177.48,310.13,"401k","401k Contribution"
29425,"2022-02-18 00:00:00.000","SF2040",5.74,167.59,961.54,"401k","401k Contribution"
29426,"2022-02-18 00:00:00.000","SF2045",2.57,177.48,456.93,"401k","401k Contribution"
29427,"2022-02-18 00:00:00.000","SF2055",1.32,187.30,246.96,"401k","401k Contribution"
29429,"2022-02-18 00:00:00.000","SF2045",2.88,177.48,511.92,"401k","401k Contribution"
29430,"2022-02-18 00:00:00.000","SF2035",6.12,157.23,961.54,"401k","401k Contribution"
29431,"2022-02-18 00:00:00.000","SF2050",3.95,182.03,718.96,"401k","401k Contribution"
29432,"2022-02-18 00:00:00.000","SF2040",4.00,167.59,670.68,"401k","401k Contribution"
29433,"2022-02-18 00:00:00.000","SF2050",1.76,182.03,319.98,"401k","401k Contribution"
29434,"2022-02-18 00:00:00.000","SF2040",5.34,167.59,895.76,"401k","401k Contribution"
29435,"2022-02-18 00:00:00.000","SF2040",5.74,167.59,961.54,"401k","401k Contribution"
29437,"2022-02-18 00:00:00.000","SF2045",5.42,177.48,961.54,"401k","401k Contribution"
29438,"2022-02-18 00:00:00.000","SF2040",5.74,167.59,961.54,"401k","401k Contribution"
29439,"2022-02-18 00:00:00.000","SF2045",5.19,177.48,921.34,"401k","401k Contribution"
29440,"2022-02-18 00:00:00.000","SF2055",1.81,187.30,339.54,"401k","401k Contribution"
29442,"2022-02-18 00:00:00.000","SF2040",5.74,167.59,961.54,"401k","401k Contribution"
29443,"2022-02-18 00:00:00.000","SF2055",0.84,187.30,157.14,"401k","401k Contribution"
29444,"2022-02-18 00:00:00.000","SF2045",2.97,177.48,527.65,"401k","401k Contribution"
29446,"2022-02-18 00:00:00.000","SF2050",1.66,182.03,302.43,"401k","401k Contribution"
29447,"2022-02-18 00:00:00.000","SF2035",6.12,157.23,961.54,"401k","401k Contribution"
29448,"2022-02-18 00:00:00.000","SF2055",5.13,187.30,961.54,"401k","401k Contribution"
29450,"2022-02-18 00:00:00.000","SF2045",3.02,177.48,535.73,"401k","401k Contribution"
29452,"2022-02-18 00:00:00.000","SF2040",4.58,167.59,768.01,"401k","401k Contribution"
29453,"2022-02-18 00:00:00.000","SF2045",2.20,177.48,390.80,"401k","401k Contribution"
29456,"2022-02-18 00:00:00.000","SF2040",5.74,167.59,961.54,"401k","401k Contribution"
29458,"2022-02-18 00:00:00.000","SF2035",6.12,157.23,961.54,"401k","401k Contribution"
29459,"2022-02-18 00:00:00.000","SF2035",6.12,157.23,961.54,"401k","401k Contribution"
29460,"2022-02-18 00:00:00.000","SF2055",1.52,187.30,283.98,"401k","401k Contribution"
29461,"2022-02-18 00:00:00.000","SF2060",1.51,191.80,290.28,"401k","401k Contribution"
29463,"2022-02-18 00:00:00.000","SF2035",6.12,157.23,961.54,"401k","401k Contribution"
29464,"2022-02-18 00:00:00.000","SF2040",5.74,167.59,961.54,"401k","401k Contribution"
29465,"2022-02-18 00:00:00.000","SF2040",5.74,167.59,961.54,"401k","401k Contribution"
29467,"2022-02-18 00:00:00.000","SF2055",2.79,187.30,523.20,"401k","401k Contribution"
29468,"2022-02-18 00:00:00.000","SF2050",3.47,182.03,632.42,"401k","401k Contribution"
29470,"2022-02-18 00:00:00.000","SF2055",3.13,187.30,586.73,"401k","401k Contribution"
29473,"2022-02-18 00:00:00.000","SF2040",5.74,167.59,961.54,"401k","401k Contribution"
29474,"2022-02-18 00:00:00.000","SF2055",3.03,187.30,567.08,"401k","401k Contribution"
29475,"2022-02-18 00:00:00.000","SF2045",3.30,177.48,585.74,"401k","401k Contribution"
29477,"2022-02-18 00:00:00.000","SF2040",5.74,167.59,961.54,"401k","401k Contribution"
29478,"2022-02-18 00:00:00.000","SF2050",2.21,182.03,403.10,"401k","401k Contribution"
29479,"2022-02-18 00:00:00.000","SF2035",6.12,157.23,961.54,"401k","401k Contribution"
29480,"2022-02-18 00:00:00.000","SF2045",5.42,177.48,961.54,"401k","401k Contribution"
29481,"2022-02-18 00:00:00.000","SF2050",5.28,182.03,960.24,"401k","401k Contribution"
29484,"2022-02-18 00:00:00.000","SF2050",5.28,182.03,961.54,"401k","401k Contribution"
29487,"2022-02-18 00:00:00.000","SF2055",2.24,187.30,420.26,"401k","401k Contribution"
29488,"2022-02-18 00:00:00.000","SF2035",6.12,157.23,961.54,"401k","401k Contribution"
29489,"2022-02-18 00:00:00.000","SF2045",1.64,177.48,291.39,"401k","401k Contribution"
29490,"2022-02-18 00:00:00.000","SF2035",6.12,157.23,961.54,"401k","401k Contribution"
29491,"2022-02-18 00:00:00.000","SF2040",5.74,167.59,961.54,"401k","401k Contribution"
29493,"2022-02-18 00:00:00.000","SF2055",0.93,187.30,174.39,"401k","401k Contribution"
29494,"2022-02-18 00:00:00.000","SF2045",5.42,177.48,961.54,"401k","401k Contribution"
29495,"2022-02-18 00:00:00.000","SF2030",6.59,144.35,950.94,"401k","401k Contribution"
29496,"2022-02-18 00:00:00.000","SF2030",6.66,144.35,961.54,"401k","401k Contribution"
29497,"2022-02-18 00:00:00.000","SF2045",2.65,177.48,471.15,"401k","401k Contribution"
29498,"2022-02-18 00:00:00.000","SF2030",6.66,144.35,961.54,"401k","401k Contribution"
29499,"2022-02-18 00:00:00.000","SF2045",5.16,177.48,916.46,"401k","401k Contribution"
29501,"2022-02-18 00:00:00.000","SF2050",1.79,182.03,326.14,"401k","401k Contribution"
29503,"2022-02-18 00:00:00.000","SF2050",1.93,182.03,351.86,"401k","401k Contribution"
29508,"2022-02-18 00:00:00.000","SF2040",4.67,167.59,782.67,"401k","401k Contribution"
29509,"2022-02-18 00:00:00.000","SF2045",4.10,177.48,728.20,"401k","401k Contribution"
29510,"2022-02-18 00:00:00.000","SF2045",5.42,177.48,961.54,"401k","401k Contribution"
29511,"2022-02-18 00:00:00.000","SF2050",1.48,182.03,270.02,"401k","401k Contribution"
29512,"2022-02-18 00:00:00.000","SF2040",5.74,167.59,961.54,"401k","401k Contribution"
29513,"2022-02-18 00:00:00.000","SF2050",2.47,182.03,449.36,"401k","401k Contribution"
29517,"2022-02-18 00:00:00.000","SF2055",2.37,187.30,443.71,"401k","401k Contribution"
29518,"2022-02-18 00:00:00.000","SF2050",5.28,182.03,961.54,"401k","401k Contribution"
29520,"2022-02-18 00:00:00.000","SF2050",3.17,182.03,577.61,"401k","401k Contribution"
29521,"2022-02-18 00:00:00.000","SF2040",5.74,167.59,961.54,"401k","401k Contribution"
29522,"2022-02-18 00:00:00.000","SF2050",1.79,182.03,326.28,"401k","401k Contribution"
29524,"2022-02-18 00:00:00.000","SF2025",7.28,132.06,961.54,"401k","401k Contribution"
29525,"2022-02-18 00:00:00.000","SF2035",6.12,157.23,961.54,"401k","401k Contribution"
29527,"2022-02-18 00:00:00.000","SF2040",4.31,167.59,722.30,"401k","401k Contribution"
29531,"2022-02-18 00:00:00.000","SF2040",5.74,167.59,961.54,"401k","401k Contribution"
29532,"2022-02-18 00:00:00.000","SF2035",6.12,157.23,961.54,"401k","401k Contribution"
29533,"2022-02-18 00:00:00.000","SF2045",4.98,177.48,883.23,"401k","401k Contribution"
29534,"2022-02-18 00:00:00.000","SF2030",4.44,144.35,640.44,"401k","401k Contribution"
29535,"2022-02-18 00:00:00.000","SF2050",4.99,182.03,907.88,"401k","401k Contribution"
29536,"2022-02-18 00:00:00.000","SF2025",7.28,132.06,961.54,"401k","401k Contribution"
29537,"2022-02-18 00:00:00.000","SF2040",5.74,167.59,961.54,"401k","401k Contribution"
29542,"2022-02-18 00:00:00.000","SF2040",5.74,167.59,961.54,"401k","401k Contribution"
29543,"2022-02-18 00:00:00.000","SF2055",2.70,187.30,505.19,"401k","401k Contribution"
29544,"2022-02-18 00:00:00.000","SF2045",5.42,177.48,961.54,"401k","401k Contribution"
29545,"2022-02-18 00:00:00.000","SF2050",5.28,182.03,961.54,"401k","401k Contribution"
29550,"2022-02-18 00:00:00.000","SF2060",0.48,191.80,92.88,"401k","401k Contribution"
29552,"2022-02-18 00:00:00.000","SF2040",5.74,167.59,961.54,"401k","401k Contribution"
29553,"2022-02-18 00:00:00.000","SF2045",4.25,177.48,754.74,"401k","401k Contribution"
29555,"2022-02-18 00:00:00.000","SF2040",4.83,167.59,809.66,"401k","401k Contribution"
29556,"2022-02-18 00:00:00.000","SF2035",6.12,157.23,961.54,"401k","401k Contribution"
29557,"2022-02-18 00:00:00.000","SF2060",0.82,191.80,158.01,"401k","401k Contribution"
29560,"2022-02-18 00:00:00.000","SF2050",3.24,182.03,589.51,"401k","401k Contribution"
29561,"2022-02-18 00:00:00.000","SF2050",4.34,182.03,790.94,"401k","401k Contribution"
29563,"2022-02-18 00:00:00.000","SF2040",5.74,167.59,961.54,"401k","401k Contribution"
29564,"2022-02-18 00:00:00.000","SF2040",5.74,167.59,961.54,"401k","401k Contribution"
29565,"2022-02-18 00:00:00.000","SF2040",5.74,167.59,961.54,"401k","401k Contribution"
29568,"2022-02-18 00:00:00.000","SF2050",1.62,182.03,294.43,"401k","401k Contribution"
29569,"2022-02-18 00:00:00.000","SF2055",0.89,187.30,167.11,"401k","401k Contribution"
29573,"2022-02-18 00:00:00.000","SF2055",1.05,187.30,197.08,"401k","401k Contribution"
29574,"2022-02-18 00:00:00.000","SF2045",5.42,177.48,961.54,"401k","401k Contribution"
29579,"2022-02-18 00:00:00.000","SF2050",2.52,182.03,459.53,"401k","401k Contribution"
29582,"2022-02-18 00:00:00.000","SF2050",1.39,182.03,253.52,"401k","401k Contribution"
29585,"2022-02-18 00:00:00.000","SF2040",5.74,167.59,961.54,"401k","401k Contribution"
29588,"2022-02-18 00:00:00.000","SF2055",2.98,187.30,558.02,"401k","401k Contribution"
29589,"2022-02-18 00:00:00.000","SF2040",5.74,167.59,961.54,"401k","401k Contribution"
29590,"2022-02-18 00:00:00.000","SF2035",6.12,157.23,961.54,"401k","401k Contribution"
29591,"2022-02-18 00:00:00.000","SF2050",4.55,182.03,828.17,"401k","401k Contribution"
29593,"2022-02-18 00:00:00.000","SF2040",5.74,167.59,961.54,"401k","401k Contribution"
29596,"2022-02-18 00:00:00.000","SF2050",1.52,182.03,276.86,"401k","401k Contribution"
29597,"2022-02-18 00:00:00.000","SF2050",3.68,182.03,669.33,"401k","401k Contribution"
29598,"2022-02-18 00:00:00.000","SF2055",1.46,187.30,272.90,"401k","401k Contribution"
29601,"2022-02-18 00:00:00.000","SF2050",3.99,182.03,726.27,"401k","401k Contribution"
29602,"2022-02-18 00:00:00.000","SF2045",5.42,177.48,961.54,"401k","401k Contribution"
29603,"2022-02-18 00:00:00.000","SF2045",2.38,177.48,422.78,"401k","401k Contribution"
29604,"2022-02-18 00:00:00.000","SF2050",2.28,182.03,415.63,"401k","401k Contribution"
29608,"2022-02-18 00:00:00.000","SF2055",1.76,187.30,329.48,"401k","401k Contribution"
29610,"2022-02-18 00:00:00.000","SF2050",5.28,182.03,961.54,"401k","401k Contribution"
29613,"2022-02-18 00:00:00.000","SF2050",4.10,182.03,746.62,"401k","401k Contribution"
29614,"2022-02-18 00:00:00.000","SF2025",7.28,132.06,961.54,"401k","401k Contribution"
29616,"2022-02-18 00:00:00.000","SF2045",5.42,177.48,961.54,"401k","401k Contribution"
29617,"2022-02-18 00:00:00.000","SF2045",1.36,177.48,241.56,"401k","401k Contribution"
29619,"2022-02-18 00:00:00.000","SF2050",1.73,182.03,314.74,"401k","401k Contribution"
29620,"2022-02-18 00:00:00.000","SF2055",0.98,187.30,184.21,"401k","401k Contribution"
29621,"2022-02-18 00:00:00.000","SF2045",2.87,177.48,509.89,"401k","401k Contribution"
29622,"2022-02-18 00:00:00.000","SF2055",0.97,187.30,182.18,"401k","401k Contribution"
29625,"2022-02-18 00:00:00.000","SF2060",0.83,191.80,158.80,"401k","401k Contribution"
29626,"2022-02-18 00:00:00.000","SF2045",5.42,177.48,961.54,"401k","401k Contribution"
29628,"2022-02-18 00:00:00.000","SF2050",2.74,182.03,498.30,"401k","401k Contribution"
29630,"2022-02-18 00:00:00.000","SF2055",1.86,187.30,348.07,"401k","401k Contribution"
29635,"2022-02-18 00:00:00.000","SF2045",5.42,177.48,961.54,"401k","401k Contribution"
29636,"2022-02-18 00:00:00.000","SF2050",1.79,182.03,325.92,"401k","401k Contribution"
29637,"2022-02-18 00:00:00.000","SF2040",5.74,167.59,961.54,"401k","401k Contribution"
29638,"2022-02-18 00:00:00.000","SF2030",6.66,144.35,961.54,"401k","401k Contribution"
29640,"2022-02-18 00:00:00.000","SF2055",1.46,187.30,272.92,"401k","401k Contribution"
29641,"2022-02-18 00:00:00.000","SF2035",6.12,157.23,961.54,"401k","401k Contribution"
29642,"2022-02-18 00:00:00.000","SF2050",2.04,182.03,371.70,"401k","401k Contribution"
29644,"2022-02-18 00:00:00.000","SF2060",0.81,191.80,155.31,"401k","401k Contribution"
29646,"2022-02-18 00:00:00.000","SF2045",2.20,177.48,391.04,"401k","401k Contribution"
29647,"2022-02-18 00:00:00.000","SF2040",5.74,167.59,961.54,"401k","401k Contribution"
29649,"2022-02-18 00:00:00.000","SF2030",6.66,144.35,961.54,"401k","401k Contribution"
29652,"2022-02-18 00:00:00.000","SF2030",6.66,144.35,961.54,"401k","401k Contribution"
29653,"2022-02-18 00:00:00.000","SF2050",2.05,182.03,372.92,"401k","401k Contribution"
29655,"2022-02-18 00:00:00.000","SF2045",2.05,177.48,363.50,"401k","401k Contribution"
29657,"2022-02-18 00:00:00.000","SF2040",5.74,167.59,961.54,"401k","401k Contribution"
29658,"2022-02-18 00:00:00.000","SF2050",2.25,182.03,409.14,"401k","401k Contribution"
29659,"2022-02-18 00:00:00.000","SF2035",6.12,157.23,961.54,"401k","401k Contribution"
29660,"2022-02-18 00:00:00.000","SF2065",0.95,191.80,181.61,"401k","401k Contribution"
29665,"2022-02-18 00:00:00.000","SF2045",2.89,177.48,512.04,"401k","401k Contribution"
29666,"2022-02-18 00:00:00.000","SF2045",5.42,177.48,961.54,"401k","401k Contribution"
29667,"2022-02-18 00:00:00.000","SF2050",4.67,182.03,849.40,"401k","401k Contribution"
29668,"2022-02-18 00:00:00.000","SF2045",2.30,177.48,408.13,"401k","401k Contribution"
29671,"2022-02-18 00:00:00.000","SF2035",6.12,157.23,961.54,"401k","401k Contribution"
29676,"2022-02-18 00:00:00.000","SF2065",0.60,191.80,114.65,"401k","401k Contribution"
29677,"2022-02-18 00:00:00.000","SF2050",1.39,182.03,253.31,"401k","401k Contribution"
29678,"2022-02-18 00:00:00.000","SF2045",3.97,177.48,704.05,"401k","401k Contribution"
29679,"2022-02-18 00:00:00.000","SF2045",5.42,177.48,961.54,"401k","401k Contribution"
29680,"2022-02-18 00:00:00.000","SF2050",2.17,182.03,395.09,"401k","401k Contribution"
29681,"2022-02-18 00:00:00.000","SF2035",6.12,157.23,961.54,"401k","401k Contribution"
29685,"2022-02-18 00:00:00.000","SF2035",6.12,157.23,961.54,"401k","401k Contribution"
29686,"2022-02-18 00:00:00.000","SF2040",5.55,167.59,930.76,"401k","401k Contribution"
29687,"2022-02-18 00:00:00.000","SF2040",5.72,167.59,958.85,"401k","401k Contribution"
29688,"2022-02-18 00:00:00.000","SF2040",5.74,167.59,961.54,"401k","401k Contribution"
29689,"2022-02-18 00:00:00.000","SF2055",1.99,187.30,373.05,"401k","401k Contribution"
29690,"2022-02-18 00:00:00.000","SF2050",1.17,182.03,213.28,"401k","401k Contribution"
29691,"2022-02-18 00:00:00.000","SF2045",5.12,177.48,909.41,"401k","401k Contribution"
29696,"2022-02-18 00:00:00.000","SF2035",6.12,157.23,961.54,"401k","401k Contribution"
29698,"2022-02-18 00:00:00.000","SF2045",1.47,177.48,260.22,"401k","401k Contribution"
29699,"2022-02-18 00:00:00.000","SF2030",6.66,144.35,961.54,"401k","401k Contribution"
29700,"2022-02-18 00:00:00.000","SF2045",1.96,177.48,348.73,"401k","401k Contribution"
29701,"2022-02-18 00:00:00.000","SF2035",6.12,157.23,961.54,"401k","401k Contribution"
29702,"2022-02-18 00:00:00.000","SF2045",4.42,177.48,783.71,"401k","401k Contribution"
29704,"2022-02-18 00:00:00.000","SF2050",2.66,182.03,484.71,"401k","401k Contribution"
29708,"2022-02-18 00:00:00.000","SF2050",5.28,182.03,961.54,"401k","401k Contribution"
29709,"2022-02-18 00:00:00.000","SF2045",5.42,177.48,961.54,"401k","401k Contribution"
29710,"2022-02-18 00:00:00.000","SF2035",3.30,157.23,519.61,"401k","401k Contribution"
29711,"2022-02-18 00:00:00.000","SF2030",6.66,144.35,961.54,"401k","401k Contribution"
29712,"2022-02-18 00:00:00.000","SF2055",1.54,187.30,289.25,"401k","401k Contribution"
29714,"2022-02-18 00:00:00.000","SF2040",5.74,167.59,961.54,"401k","401k Contribution"
29719,"2022-02-18 00:00:00.000","SF2050",4.49,182.03,817.34,"401k","401k Contribution"
29722,"2022-02-18 00:00:00.000","SF2055",2.70,187.30,505.14,"401k","401k Contribution"
29723,"2022-02-18 00:00:00.000","SF2035",6.12,157.23,961.54,"401k","401k Contribution"
29725,"2022-02-18 00:00:00.000","SF2065",0.48,191.80,91.44,"401k","401k Contribution"
29729,"2022-02-18 00:00:00.000","SF2035",6.12,157.23,961.54,"401k","401k Contribution"
29730,"2022-02-18 00:00:00.000","SF2060",1.72,191.80,330.71,"401k","401k Contribution"
29731,"2022-02-18 00:00:00.000","SF2030",6.66,144.35,961.54,"401k","401k Contribution"
29732,"2022-02-18 00:00:00.000","SF2035",6.12,157.23,961.54,"401k","401k Contribution"
29733,"2022-02-18 00:00:00.000","SF2050",5.28,182.03,961.54,"401k","401k Contribution"
29734,"2022-02-18 00:00:00.000","SF2035",6.12,157.23,961.54,"401k","401k Contribution"
29735,"2022-02-18 00:00:00.000","SF2035",6.12,157.23,961.54,"401k","401k Contribution"
29736,"2022-02-18 00:00:00.000","SF2040",5.74,167.59,961.54,"401k","401k Contribution"
29737,"2022-02-18 00:00:00.000","SF2050",2.29,182.03,416.06,"401k","401k Contribution"
29738,"2022-02-18 00:00:00.000","SF2040",5.74,167.59,961.54,"401k","401k Contribution"
29739,"2022-02-18 00:00:00.000","SF2030",6.66,144.35,961.54,"401k","401k Contribution"
29740,"2022-02-18 00:00:00.000","SF2040",5.74,167.59,961.54,"401k","401k Contribution"
29741,"2022-02-18 00:00:00.000","SF2040",5.74,167.59,961.54,"401k","401k Contribution"
29742,"2022-02-18 00:00:00.000","SF2065",0.53,191.80,101.86,"401k","401k Contribution"
29743,"2022-02-18 00:00:00.000","SF2045",5.25,177.48,931.19,"401k","401k Contribution"
29744,"2022-02-18 00:00:00.000","SF2050",2.67,182.03,485.91,"401k","401k Contribution"
29747,"2022-02-18 00:00:00.000","SF2060",0.69,191.80,131.73,"401k","401k Contribution"
29748,"2022-02-18 00:00:00.000","SF2040",5.74,167.59,961.54,"401k","401k Contribution"
29749,"2022-02-18 00:00:00.000","SF2040",4.51,167.59,756.24,"401k","401k Contribution"
29750,"2022-02-18 00:00:00.000","SF2065",0.67,191.80,127.93,"401k","401k Contribution"
29751,"2022-02-18 00:00:00.000","SF2040",5.74,167.59,961.54,"401k","401k Contribution"
29752,"2022-02-18 00:00:00.000","SF2035",6.12,157.23,961.54,"401k","401k Contribution"
29754,"2022-02-18 00:00:00.000","SF2050",4.42,182.03,805.42,"401k","401k Contribution"
29755,"2022-02-18 00:00:00.000","SF2050",3.51,182.03,638.74,"401k","401k Contribution"
29756,"2022-02-18 00:00:00.000","SF2050",4.99,182.03,908.45,"401k","401k Contribution"
29757,"2022-02-18 00:00:00.000","SF2050",1.75,182.03,318.58,"401k","401k Contribution"
29758,"2022-02-18 00:00:00.000","SF2050",2.49,182.03,452.72,"401k","401k Contribution"
29759,"2022-02-18 00:00:00.000","SF2050",2.79,182.03,508.34,"401k","401k Contribution"
29760,"2022-02-18 00:00:00.000","SF2060",1.02,191.80,194.87,"401k","401k Contribution"
29762,"2022-02-18 00:00:00.000","SF2040",5.74,167.59,961.54,"401k","401k Contribution"
29764,"2022-02-18 00:00:00.000","SF2035",6.12,157.23,961.54,"401k","401k Contribution"
29767,"2022-02-18 00:00:00.000","SF2040",5.74,167.59,961.54,"401k","401k Contribution"
29769,"2022-02-18 00:00:00.000","SF2045",5.42,177.48,961.54,"401k","401k Contribution"
29770,"2022-02-18 00:00:00.000","SF2035",6.12,157.23,961.54,"401k","401k Contribution"
29771,"2022-02-18 00:00:00.000","SF2060",0.67,191.80,127.81,"401k","401k Contribution"
29773,"2022-02-18 00:00:00.000","SF2045",3.66,177.48,649.11,"401k","401k Contribution"
29774,"2022-02-18 00:00:00.000","SF2035",6.12,157.23,961.54,"401k","401k Contribution"
29777,"2022-02-18 00:00:00.000","SF2050",1.95,182.03,354.41,"401k","401k Contribution"
29779,"2022-02-18 00:00:00.000","SF2060",1.22,191.80,233.74,"401k","401k Contribution"
29782,"2022-02-18 00:00:00.000","SF2045",1.55,177.48,275.51,"401k","401k Contribution"
29784,"2022-02-18 00:00:00.000","SF2040",5.74,167.59,961.54,"401k","401k Contribution"
29787,"2022-02-18 00:00:00.000","SF2045",1.93,177.48,342.45,"401k","401k Contribution"
29790,"2022-02-18 00:00:00.000","SF2055",1.56,187.30,291.40,"401k","401k Contribution"
29791,"2022-02-18 00:00:00.000","SF2050",4.09,182.03,744.50,"401k","401k Contribution"
29792,"2022-02-18 00:00:00.000","SF2050",1.37,182.03,249.22,"401k","401k Contribution"
29793,"2022-02-18 00:00:00.000","SF2030",6.66,144.35,961.54,"401k","401k Contribution"
29794,"2022-02-18 00:00:00.000","SF2060",0.90,191.80,172.36,"401k","401k Contribution"
29795,"2022-02-18 00:00:00.000","SF2055",0.99,187.30,184.59,"401k","401k Contribution"
29796,"2022-02-18 00:00:00.000","SF2045",4.88,177.48,865.90,"401k","401k Contribution"
29799,"2022-02-18 00:00:00.000","SF2035",6.12,157.23,961.54,"401k","401k Contribution"
29800,"2022-02-18 00:00:00.000","SF2045",5.42,177.48,961.54,"401k","401k Contribution"
29801,"2022-02-18 00:00:00.000","SF2045",1.90,177.48,337.24,"401k","401k Contribution"
29803,"2022-02-18 00:00:00.000","SF2040",4.61,167.59,772.46,"401k","401k Contribution"
29804,"2022-02-18 00:00:00.000","SF2030",6.66,144.35,961.54,"401k","401k Contribution"
29807,"2022-02-18 00:00:00.000","SF2050",1.22,182.03,221.72,"401k","401k Contribution"
29810,"2022-02-18 00:00:00.000","SF2060",1.30,191.80,250.14,"401k","401k Contribution"
29811,"2022-02-18 00:00:00.000","SF2055",3.61,187.30,676.83,"401k","401k Contribution"
29812,"2022-02-18 00:00:00.000","SF2040",5.74,167.59,961.54,"401k","401k Contribution"
29813,"2022-02-18 00:00:00.000","SF2035",6.12,157.23,961.54,"401k","401k Contribution"
29815,"2022-02-18 00:00:00.000","SF2045",3.36,177.48,596.51,"401k","401k Contribution"
29818,"2022-02-18 00:00:00.000","SF2040",5.74,167.59,961.54,"401k","401k Contribution"
29819,"2022-02-18 00:00:00.000","SF2040",5.27,167.59,883.41,"401k","401k Contribution"
29821,"2022-02-18 00:00:00.000","SF2050",4.64,182.03,844.49,"401k","401k Contribution"
